"Date","Price","Open","High","Low","Change %"
"Sep 12, 1999","1.0425","1.0356","1.0473","1.0286","0.61%"
"Sep 05, 1999","1.0362","1.0577","1.0646","1.0349","-2.37%"
"Aug 29, 1999","1.0613","1.0478","1.0733","1.0434","1.41%"
"Aug 22, 1999","1.0465","1.0671","1.0678","1.0392","-1.97%"
"Aug 15, 1999","1.0675","1.0573","1.0691","1.0457","1.06%"
"Aug 08, 1999","1.0563","1.0730","1.0771","1.0559","-1.58%"
"Aug 01, 1999","1.0733","1.0682","1.0828","1.0627","0.24%"
"Jul 25, 1999","1.0707","1.0518","1.0747","1.0515","1.83%"
"Jul 18, 1999","1.0515","1.0187","1.0579","1.0125","3.09%"
"Jul 11, 1999","1.0200","1.0194","1.0253","1.0105","0.00%"
"Jul 04, 1999","1.0200","1.0250","1.0274","1.0149","-0.47%"
"Jun 27, 1999","1.0248","1.0400","1.0438","1.0200","-1.74%"
"Jun 20, 1999","1.0429","1.0387","1.0482","1.0269","0.33%"
"Jun 13, 1999","1.0395","1.0515","1.0520","1.0290","-1.15%"
"Jun 06, 1999","1.0516","1.0358","1.0560","1.0255","1.35%"
"May 30, 1999","1.0376","1.0458","1.0491","1.0268","-0.51%"
"May 23, 1999","1.0429","1.0560","1.0646","1.0391","-1.53%"
"May 16, 1999","1.0591","1.0675","1.0711","1.0545","-0.62%"
"May 09, 1999","1.0657","1.0728","1.0844","1.0601","-0.92%"
"May 02, 1999","1.0756","1.0589","1.0829","1.0550","1.76%"
"Apr 25, 1999","1.0570","1.0613","1.0701","1.0542","-0.33%"
"Apr 18, 1999","1.0605","1.0677","1.0705","1.0563","-0.99%"
"Apr 11, 1999","1.0711","1.0818","1.0880","1.0627","-0.86%"
"Apr 04, 1999","1.0804","1.0785","1.0884","1.0699","0.08%"
"Mar 28, 1999","1.0795","1.0743","1.0821","1.0680","0.23%"
"Mar 21, 1999","1.0770","1.0911","1.0964","1.0713","-1.18%"
"Mar 14, 1999","1.0899","1.0895","1.1070","1.0813","-0.12%"
"Mar 07, 1999","1.0912","1.0824","1.1064","1.0799","0.73%"
"Feb 28, 1999","1.0833","1.0983","1.1023","1.0781","-1.74%"
"Feb 21, 1999","1.1025","1.1072","1.1082","1.0923","-0.47%"
"Feb 14, 1999","1.1077","1.1299","1.1305","1.1053","-2.03%"
"Feb 07, 1999","1.1306","1.1264","1.1363","1.1211","0.35%"
"Jan 31, 1999","1.1267","1.1389","1.1397","1.1246","-0.87%"
"Jan 24, 1999","1.1366","1.1582","1.1612","1.1338","-1.93%"
"Jan 17, 1999","1.1590","1.1570","1.1645","1.1540","0.29%"
"Jan 10, 1999","1.1557","1.1568","1.1791","1.1442","-0.16%"
"Jan 03, 1999","1.1575","1.1745","1.1911","1.1537","-1.26%"
"Dec 27, 1998","1.1723","1.1672","1.1772","1.1646","0.43%"
"Dec 20, 1998","1.1673","1.1843","1.1845","1.1662","-1.05%"
"Dec 13, 1998","1.1797","1.1927","1.1958","1.1770","-0.92%"
"Dec 06, 1998","1.1906","1.1741","1.1924","1.1662","1.62%"
"Nov 29, 1998","1.1716","1.1500","1.1801","1.1483","1.98%"
"Nov 22, 1998","1.1488","1.1611","1.1622","1.1459","-1.11%"
"Nov 15, 1998","1.1617","1.1700","1.1849","1.1611","-0.50%"
"Nov 08, 1998","1.1675","1.1718","1.1758","1.1588","-0.60%"
"Nov 01, 1998","1.1745","1.1907","1.1943","1.1733","-1.19%"
"Oct 25, 1998","1.1887","1.1940","1.1970","1.1804","-1.07%"
"Oct 18, 1998","1.2015","1.2187","1.2213","1.1887","-1.25%"
"Oct 11, 1998","1.2167","1.2104","1.2241","1.1957","0.43%"
"Oct 04, 1998","1.2115","1.2015","1.2293","1.1972","1.32%"
"Sep 27, 1998","1.1957","1.1690","1.2073","1.1626","2.04%"
"Sep 20, 1998","1.1718","1.1617","1.1831","1.1560","0.80%"
"Sep 13, 1998","1.1625","1.1593","1.1762","1.1498","0.33%"
"Sep 06, 1998","1.1587","1.1372","1.1763","1.1285","1.81%"
"Aug 30, 1998","1.1381","1.1155","1.1471","1.1104","1.92%"
"Aug 23, 1998","1.1167","1.0955","1.1167","1.0894","1.67%"
"Aug 16, 1998","1.0984","1.0968","1.1017","1.0877","0.32%"
"Aug 09, 1998","1.0949","1.1063","1.1127","1.0928","-1.25%"
"Aug 02, 1998","1.1088","1.1100","1.1165","1.1005","-0.06%"
"Jul 26, 1998","1.1095","1.1107","1.1170","1.1040","-0.01%"
"Jul 19, 1998","1.1096","1.1109","1.1118","1.0994","0.43%"
"Jul 12, 1998","1.1048","1.0888","1.1088","1.0888","1.47%"
"Jul 05, 1998","1.0888","1.0891","1.0955","1.0790","0.07%"
"Jun 28, 1998","1.0880","1.0927","1.0987","1.0844","-0.57%"
"Jun 21, 1998","1.0942","1.1048","1.1063","1.0907","-1.08%"
"Jun 14, 1998","1.1062","1.0941","1.1103","1.0866","1.14%"
"Jun 07, 1998","1.0937","1.1090","1.1121","1.0894","-1.51%"
"May 31, 1998","1.1105","1.1050","1.1181","1.1026","0.69%"
"May 24, 1998","1.1029","1.1185","1.1187","1.0992","-1.92%"
"May 17, 1998","1.1245","1.1085","1.1256","1.1040","1.95%"
"May 10, 1998","1.1030","1.1137","1.1160","1.1013","-0.84%"
"May 03, 1998","1.1123","1.1027","1.1199","1.1027","0.32%"
"Apr 26, 1998","1.1087","1.1058","1.1140","1.0959","0.51%"
"Apr 19, 1998","1.1031","1.0955","1.1093","1.0932","0.52%"
"Apr 12, 1998","1.0974","1.0882","1.1042","1.0843","0.85%"
"Apr 05, 1998","1.0882","1.0777","1.0960","1.0755","1.26%"
"Mar 29, 1998","1.0747","1.0872","1.0872","1.0700","-1.22%"
"Mar 22, 1998","1.0880","1.0850","1.0926","1.0814","0.30%"
"Mar 15, 1998","1.0847","1.0933","1.0955","1.0808","-0.60%"
"Mar 08, 1998","1.0912","1.0819","1.0951","1.0770","1.04%"
"Mar 01, 1998","1.0800","1.0920","1.0985","1.0762","-0.77%"
"Feb 22, 1998","1.0884","1.0880","1.1035","1.0828","0.17%"
"Feb 15, 1998","1.0865","1.0865","1.0901","1.0780","-0.02%"
"Feb 08, 1998","1.0867","1.0865","1.0930","1.0800","-0.33%"
"Feb 01, 1998","1.0903","1.0770","1.1050","1.0733","1.05%"
"Jan 25, 1998","1.0790","1.1100","1.1206","1.0771","-2.64%"
"Jan 18, 1998","1.1083","1.0806","1.1115","1.0705","2.79%"
"Jan 11, 1998","1.0782","1.0813","1.0903","1.0763","-0.49%"
"Jan 04, 1998","1.0835","1.0966","1.0997","1.0773","-1.12%"
"Dec 28, 1997","1.0958","1.1163","1.1167","1.0934","-1.77%"
"Dec 21, 1997","1.1155","1.1120","1.1168","1.1058","0.13%"
"Dec 14, 1997","1.1140","1.1110","1.1215","1.1035","0.15%"
"Dec 07, 1997","1.1123","1.1108","1.1237","1.1015","0.09%"
"Nov 30, 1997","1.1113","1.1225","1.1235","1.1086","-1.04%"
"Nov 23, 1997","1.1230","1.1405","1.1460","1.1165","-1.53%"
"Nov 16, 1997","1.1405","1.1441","1.1483","1.1319","-0.35%"
"Nov 09, 1997","1.1445","1.1565","1.1635","1.1396","-0.99%"
"Nov 02, 1997","1.1559","1.1405","1.1599","1.1309","1.13%"
"Oct 26, 1997","1.1430","1.1112","1.1515","1.1110","2.95%"
"Oct 19, 1997","1.1103","1.1114","1.1170","1.1005","-0.04%"
"Oct 12, 1997","1.1107","1.1189","1.1263","1.1061","-0.75%"
"Oct 05, 1997","1.1191","1.1155","1.1291","1.1091","0.31%"
"Sep 28, 1997","1.1156","1.1115","1.1180","1.1009","0.18%"
"Sep 21, 1997","1.1136","1.1063","1.1211","1.0896","0.80%"
"Sep 14, 1997","1.1048","1.1033","1.1151","1.0993","-0.16%"
"Sep 07, 1997","1.1066","1.0882","1.1090","1.0792","1.68%"
"Aug 31, 1997","1.0883","1.0852","1.0930","1.0676","0.05%"
"Aug 24, 1997","1.0878","1.0815","1.1000","1.0757","0.64%"
"Aug 17, 1997","1.0809","1.0815","1.0875","1.0570","-0.07%"
"Aug 10, 1997","1.0817","1.0629","1.0828","1.0518","1.50%"
"Aug 03, 1997","1.0657","1.0583","1.0691","1.0417","0.46%"
"Jul 27, 1997","1.0608","1.0760","1.0791","1.0580","-1.47%"
"Jul 20, 1997","1.0766","1.1045","1.1045","1.0756","-2.21%"
"Jul 13, 1997","1.1009","1.1085","1.1105","1.0940","-0.39%"
"Jul 06, 1997","1.1052","1.1252","1.1292","1.1052","-1.59%"
"Jun 29, 1997","1.1230","1.1285","1.1300","1.1175","-0.41%"
"Jun 22, 1997","1.1276","1.1328","1.1422","1.1272","-0.49%"
"Jun 15, 1997","1.1332","1.1244","1.1365","1.1218","0.82%"
"Jun 08, 1997","1.1240","1.1310","1.1435","1.1207","-0.44%"
"Jun 01, 1997","1.1290","1.1340","1.1373","1.1195","-1.05%"
"May 25, 1997","1.1410","1.1600","1.1602","1.1371","-0.87%"
"May 18, 1997","1.1510","1.1548","1.1668","1.1384","-0.16%"
"May 11, 1997","1.1528","1.1547","1.1575","1.1380","0.10%"
"May 04, 1997","1.1516","1.1290","1.1552","1.1240","2.04%"
"Apr 27, 1997","1.1286","1.1275","1.1355","1.1228","0.12%"
"Apr 20, 1997","1.1273","1.1382","1.1482","1.1261","-1.20%"
"Apr 13, 1997","1.1410","1.1365","1.1420","1.1245","0.56%"
"Apr 06, 1997","1.1346","1.1555","1.1555","1.1304","-1.83%"
"Mar 30, 1997","1.1558","1.1580","1.1685","1.1558","-0.17%"
"Mar 23, 1997","1.1578","1.1495","1.1630","1.1444","0.58%"
"Mar 16, 1997","1.1511","1.1445","1.1586","1.1427","0.50%"
"Mar 09, 1997","1.1454","1.1353","1.1475","1.1347","0.97%"
"Mar 02, 1997","1.1344","1.1455","1.1491","1.1293","-1.08%"
"Feb 23, 1997","1.1468","1.1510","1.1648","1.1441","-0.17%"
"Feb 16, 1997","1.1488","1.1480","1.1540","1.1389","-0.17%"
"Feb 09, 1997","1.1508","1.1800","1.1809","1.1479","-1.73%"
"Feb 02, 1997","1.1710","1.1773","1.1811","1.1594","-0.73%"
"Jan 26, 1997","1.1796","1.1860","1.1877","1.1703","-0.77%"
"Jan 19, 1997","1.1887","1.2065","1.2066","1.1801","-1.31%"
"Jan 12, 1997","1.2045","1.2272","1.2297","1.2045","-1.67%"
"Jan 05, 1997","1.2250","1.2325","1.2458","1.2237","-0.88%"
"Dec 29, 1996","1.2359","1.2411","1.2567","1.2341","-0.45%"
"Dec 22, 1996","1.2415","1.2403","1.2433","1.2330","0.06%"
"Dec 15, 1996","1.2407","1.2418","1.2521","1.2305","-0.17%"
"Dec 08, 1996","1.2428","1.2450","1.2546","1.2386","-0.37%"
"Dec 01, 1996","1.2474","1.2548","1.2594","1.2334","-0.53%"
"Nov 24, 1996","1.2540","1.2690","1.2749","1.2531","-1.67%"
"Nov 17, 1996","1.2753","1.2747","1.2862","1.2728","0.21%"
"Nov 10, 1996","1.2726","1.2727","1.2821","1.2665","0.09%"
"Nov 03, 1996","1.2714","1.2655","1.2742","1.2584","0.41%"
"Oct 27, 1996","1.2662","1.2586","1.2731","1.2575","0.46%"
"Oct 20, 1996","1.2604","1.2475","1.2645","1.2446","1.02%"
"Oct 13, 1996","1.2477","1.2522","1.2553","1.2413","-0.34%"
"Oct 06, 1996","1.2519","1.2477","1.2552","1.2475","0.40%"
"Sep 29, 1996","1.2469","1.2502","1.2532","1.2445","-0.26%"
"Sep 22, 1996","1.2502","1.2519","1.2664","1.2491","-0.30%"
"Sep 15, 1996","1.2540","1.2517","1.2591","1.2478","0.30%"
"Sep 08, 1996","1.2502","1.2647","1.2687","1.2479","-1.20%"
"Sep 01, 1996","1.2654","1.2723","1.2752","1.2646","-0.60%"
"Aug 25, 1996","1.2730","1.2728","1.2780","1.2690","0.13%"
"Aug 18, 1996","1.2714","1.2620","1.2717","1.2580","0.67%"
"Aug 11, 1996","1.2630","1.2718","1.2755","1.2606","-0.55%"
"Aug 04, 1996","1.2700","1.2726","1.2763","1.2620","-0.16%"
"Jul 28, 1996","1.2720","1.2689","1.2837","1.2672","0.35%"
"Jul 21, 1996","1.2676","1.2628","1.2783","1.2624","-0.01%"
"Jul 14, 1996","1.2677","1.2443","1.2800","1.2417","1.95%"
"Jul 07, 1996","1.2435","1.2420","1.2477","1.2384","0.06%"
"Jun 30, 1996","1.2428","1.2434","1.2487","1.2383","-0.03%"
"Jun 23, 1996","1.2432","1.2383","1.2480","1.2330","0.56%"
"Jun 16, 1996","1.2363","1.2413","1.2503","1.2350","-0.04%"
"Jun 09, 1996","1.2368","1.2308","1.2467","1.2298","0.49%"
"Jun 02, 1996","1.2308","1.2391","1.2420","1.2300","-0.68%"
"May 26, 1996","1.2392","1.2247","1.2405","1.2210","1.18%"
"May 19, 1996","1.2248","1.2283","1.2291","1.2190","-0.28%"
"May 12, 1996","1.2282","1.2287","1.2340","1.2227","0.01%"
"May 05, 1996","1.2281","1.2325","1.2393","1.2278","-0.29%"
"Apr 28, 1996","1.2317","1.2315","1.2404","1.2215","0.08%"
"Apr 21, 1996","1.2307","1.2348","1.2402","1.2245","-0.61%"
"Apr 14, 1996","1.2382","1.2401","1.2500","1.2349","-0.46%"
"Apr 07, 1996","1.2439","1.2530","1.2613","1.2413","-0.74%"
"Mar 31, 1996","1.2532","1.2548","1.2604","1.2506","-0.20%"
"Mar 24, 1996","1.2557","1.2557","1.2628","1.2477","0.16%"
"Mar 17, 1996","1.2537","1.2572","1.2606","1.2501","-0.33%"
"Mar 10, 1996","1.2578","1.2498","1.2612","1.2460","0.70%"
"Mar 03, 1996","1.2490","1.2540","1.2602","1.2460","-0.24%"
"Feb 25, 1996","1.2520","1.2690","1.2732","1.2490","-1.26%"
"Feb 18, 1996","1.2680","1.2541","1.2712","1.2539","0.88%"
"Feb 11, 1996","1.2570","1.2445","1.2580","1.2418","0.98%"
"Feb 04, 1996","1.2448","1.2423","1.2532","1.2398","0.52%"
"Jan 28, 1996","1.2383","1.2257","1.2388","1.2243","1.04%"
"Jan 21, 1996","1.2255","1.2475","1.2513","1.2245","-1.65%"
"Jan 14, 1996","1.2461","1.2815","1.2825","1.2439","-2.75%"
"Jan 07, 1996","1.2813","1.2802","1.2968","1.2786","-0.23%"
"Dec 31, 1995","1.2843","1.2769","1.2890","1.2658","0.52%"
"Dec 24, 1995","1.2777","1.2748","1.2866","1.2748","0.01%"
"Dec 17, 1995","1.2776","1.2761","1.2841","1.2698","0.36%"
"Dec 10, 1995","1.2730","1.2737","1.2776","1.2599","-0.01%"
"Dec 03, 1995","1.2731","1.2757","1.2877","1.2680","-0.20%"
"Nov 26, 1995","1.2757","1.2975","1.3000","1.2717","-1.82%"
"Nov 19, 1995","1.2993","1.3010","1.3066","1.2902","-0.74%"
"Nov 12, 1995","1.3090","1.2928","1.3090","1.2865","1.34%"
"Nov 05, 1995","1.2917","1.2933","1.3048","1.2897","-0.12%"
"Oct 29, 1995","1.2933","1.3025","1.3085","1.2877","-0.80%"
"Oct 22, 1995","1.3037","1.3063","1.3213","1.2963","-0.39%"
"Oct 15, 1995","1.3088","1.2952","1.3125","1.2859","1.19%"
"Oct 08, 1995","1.2934","1.2885","1.3007","1.2830","0.34%"
"Oct 01, 1995","1.2890","1.2976","1.2992","1.2810","-0.62%"
"Sep 24, 1995","1.2971","1.3000","1.3079","1.2872","-0.22%"
"Sep 17, 1995","1.3000","1.2591","1.3101","1.2565","3.07%"
"Sep 10, 1995","1.2613","1.2735","1.2756","1.2506","-0.62%"
"Sep 03, 1995","1.2692","1.2792","1.2827","1.2591","-0.57%"
"Aug 27, 1995","1.2765","1.2750","1.2838","1.2651","0.51%"
"Aug 20, 1995","1.2700","1.2740","1.2749","1.2575","-0.30%"
"Aug 13, 1995","1.2738","1.2990","1.3085","1.2626","-2.09%"
"Aug 06, 1995","1.3010","1.3336","1.3361","1.3010","-2.44%"
"Jul 30, 1995","1.3336","1.3439","1.3525","1.3260","-0.82%"
"Jul 23, 1995","1.3446","1.3340","1.3500","1.3293","0.62%"
"Jul 16, 1995","1.3363","1.3287","1.3465","1.3245","0.44%"
"Jul 09, 1995","1.3305","1.3286","1.3347","1.3127","0.14%"
"Jul 02, 1995","1.3286","1.3321","1.3382","1.3217","-0.26%"
"Jun 25, 1995","1.3321","1.3315","1.3359","1.3133","0.05%"
"Jun 18, 1995","1.3315","1.3196","1.3360","1.3150","0.90%"
"Jun 11, 1995","1.3196","1.3152","1.3245","1.3089","0.41%"
"Jun 04, 1995","1.3142","1.3020","1.3203","1.3012","0.92%"
"May 28, 1995","1.3022","1.3354","1.3354","1.2913","-2.57%"
"May 21, 1995","1.3365","1.2805","1.3375","1.2722","4.37%"
"May 14, 1995","1.2805","1.2775","1.2950","1.2655","-0.05%"
"May 07, 1995","1.2811","1.3324","1.3445","1.2739","-3.75%"
"Apr 30, 1995","1.3310","1.3208","1.3390","1.3165","0.45%"
"Apr 23, 1995","1.3251","1.3402","1.3455","1.3170","-0.46%"
"Apr 16, 1995","1.3312","1.3248","1.3530","1.3165","0.38%"
"Apr 09, 1995","1.3262","1.3369","1.3373","1.3026","-0.67%"
"Apr 02, 1995","1.3352","1.3275","1.3394","1.3157","0.25%"
"Mar 26, 1995","1.3319","1.2907","1.3355","1.2905","3.19%"
"Mar 19, 1995","1.2907","1.3026","1.3060","1.2849","-0.91%"
"Mar 12, 1995","1.3026","1.2915","1.3210","1.2913","0.84%"
"Mar 05, 1995","1.2917","1.3008","1.3358","1.2893","-0.68%"
"Feb 26, 1995","1.3005","1.2750","1.3020","1.2650","2.09%"
"Feb 19, 1995","1.2739","1.2675","1.2790","1.2640","0.49%"
"Feb 12, 1995","1.2677","1.2425","1.2720","1.2391","2.09%"
"Feb 05, 1995","1.2417","1.2334","1.2425","1.2280","0.58%"
"Jan 29, 1995","1.2345","1.2460","1.2569","1.2310","-0.93%"
"Jan 22, 1995","1.2461","1.2500","1.2567","1.2435","-0.32%"
"Jan 15, 1995","1.2501","1.2346","1.2531","1.2319","1.26%"
"Jan 08, 1995","1.2346","1.2184","1.2400","1.2165","1.45%"
"Jan 01, 1995","1.2170","1.2269","1.2285","1.2159","-0.81%"
"Dec 25, 1994","1.2269","1.2045","1.2282","1.2038","1.86%"
"Dec 18, 1994","1.2045","1.2100","1.2140","1.2025","-0.64%"
"Dec 11, 1994","1.2122","1.2120","1.2150","1.2073","0.11%"
"Dec 04, 1994","1.2109","1.2092","1.2192","1.2059","0.22%"
"Nov 27, 1994","1.2082","1.2205","1.2222","1.2075","-1.11%"
"Nov 20, 1994","1.2218","1.2242","1.2303","1.2185","-0.26%"
"Nov 13, 1994","1.2250","1.2435","1.2435","1.2205","-1.50%"
"Nov 06, 1994","1.2437","1.2582","1.2643","1.2382","-1.00%"
"Oct 30, 1994","1.2563","1.2609","1.2765","1.2471","-0.39%"
"Oct 23, 1994","1.2612","1.2674","1.2812","1.2563","-0.59%"
"Oct 16, 1994","1.2687","1.2515","1.2771","1.2515","1.22%"
"Oct 09, 1994","1.2534","1.2358","1.2558","1.2325","1.42%"
"Oct 02, 1994","1.2358","1.2324","1.2449","1.2260","0.28%"
"Sep 25, 1994","1.2324","1.2313","1.2402","1.2270","-0.06%"
"Sep 18, 1994","1.2331","1.2349","1.2383","1.2247","-0.52%"
"Sep 11, 1994","1.2395","1.2398","1.2440","1.2292","0.10%"
"Sep 04, 1994","1.2383","1.2273","1.2410","1.2198","0.92%"
"Aug 28, 1994","1.2270","1.2096","1.2275","1.1980","1.44%"
"Aug 21, 1994","1.2096","1.2350","1.2452","1.2050","-1.98%"
"Aug 14, 1994","1.2340","1.2240","1.2373","1.2150","0.92%"
"Aug 07, 1994","1.2227","1.2117","1.2272","1.2005","1.11%"
"Jul 31, 1994","1.2093","1.2065","1.2175","1.2001","0.06%"
"Jul 24, 1994","1.2086","1.2020","1.2195","1.1980","0.80%"
"Jul 17, 1994","1.1990","1.2350","1.2395","1.1950","-2.41%"
"Jul 10, 1994","1.2286","1.2260","1.2573","1.2245","1.49%"
"Jul 03, 1994","1.2106","1.1978","1.2197","1.1938","1.03%"
"Jun 26, 1994","1.1982","1.2136","1.2182","1.1909","-0.96%"
"Jun 19, 1994","1.2098","1.1929","1.2121","1.1900","1.43%"
"Jun 12, 1994","1.1927","1.1598","1.1944","1.1598","2.92%"
"Jun 05, 1994","1.1589","1.1551","1.1605","1.1521","0.42%"
"May 29, 1994","1.1540","1.1708","1.1738","1.1535","-1.51%"
"May 22, 1994","1.1717","1.1698","1.1738","1.1637","0.15%"
"May 15, 1994","1.1699","1.1556","1.1720","1.1487","1.33%"
"May 08, 1994","1.1545","1.1570","1.1656","1.1465","-0.32%"
"May 01, 1994","1.1582","1.1664","1.1794","1.1496","-0.83%"
"Apr 24, 1994","1.1679","1.1476","1.1742","1.1447","2.16%"
"Apr 17, 1994","1.1432","1.1301","1.1465","1.1233","1.23%"
"Apr 10, 1994","1.1293","1.1334","1.1348","1.1235","-0.04%"
"Apr 03, 1994","1.1298","1.1354","1.1411","1.1244","-0.62%"
"Mar 27, 1994","1.1368","1.1540","1.1593","1.1368","-1.53%"
"Mar 20, 1994","1.1545","1.1351","1.1588","1.1325","1.45%"
"Mar 13, 1994","1.1380","1.1470","1.1505","1.1362","-0.78%"
"Mar 06, 1994","1.1470","1.1240","1.1533","1.1225","1.89%"
"Feb 27, 1994","1.1257","1.1329","1.1398","1.1245","-0.51%"
"Feb 20, 1994","1.1315","1.1310","1.1360","1.1155","0.22%"
"Feb 13, 1994","1.1290","1.1078","1.1300","1.1055","2.08%"
"Feb 06, 1994","1.1060","1.1048","1.1098","1.1010","-0.06%"
"Jan 30, 1994","1.1067","1.1154","1.1265","1.1035","-0.75%"
"Jan 23, 1994","1.1151","1.1075","1.1270","1.1070","0.58%"
"Jan 16, 1994","1.1087","1.1071","1.1190","1.1062","0.00%"
"Jan 09, 1994","1.1087","1.1217","1.1228","1.1047","-1.19%"
"Jan 02, 1994","1.1220","1.1130","1.1222","1.1107","0.81%"
"Dec 26, 1993","1.1130","1.1372","1.1385","1.1130","-2.45%"
"Dec 19, 1993","1.1410","1.1276","1.1424","1.1256","1.03%"
"Dec 12, 1993","1.1294","1.1365","1.1388","1.1229","-0.62%"
"Dec 05, 1993","1.1365","1.1195","1.1385","1.1195","1.52%"
"Nov 28, 1993","1.1195","1.1219","1.1265","1.1135","-0.22%"
"Nov 21, 1993","1.1220","1.1206","1.1316","1.1182","0.17%"
"Nov 14, 1993","1.1201","1.1366","1.1393","1.1184","-1.51%"
"Nov 07, 1993","1.1373","1.1342","1.1393","1.1265","0.35%"
"Oct 31, 1993","1.1333","1.1326","1.1373","1.1255","0.03%"
"Oct 24, 1993","1.1330","1.1411","1.1480","1.1302","-0.60%"
"Oct 17, 1993","1.1398","1.1673","1.1673","1.1387","-2.51%"
"Oct 10, 1993","1.1692","1.1789","1.1888","1.1684","-0.68%"
"Oct 03, 1993","1.1772","1.1639","1.1803","1.1487","1.19%"
"Sep 26, 1993","1.1633","1.1681","1.1822","1.1547","0.03%"
"Sep 19, 1993","1.1629","1.1762","1.1867","1.1512","-1.27%"
"Sep 12, 1993","1.1779","1.1855","1.1992","1.1750","-0.72%"
"Sep 05, 1993","1.1865","1.1658","1.1890","1.1642","1.85%"
"Aug 29, 1993","1.1650","1.1408","1.1650","1.1350","1.97%"
"Aug 22, 1993","1.1425","1.1414","1.1448","1.1282","0.04%"
"Aug 15, 1993","1.1420","1.1125","1.1435","1.1117","2.82%"
"Aug 08, 1993","1.1107","1.1260","1.1292","1.1066","-1.45%"
"Aug 01, 1993","1.1270","1.0950","1.1310","1.0822","3.06%"
"Jul 25, 1993","1.0935","1.1310","1.1335","1.0870","-3.08%"
"Jul 18, 1993","1.1282","1.1330","1.1492","1.1277","-0.34%"
"Jul 11, 1993","1.1320","1.1330","1.1383","1.1215","-0.10%"
"Jul 04, 1993","1.1331","1.1543","1.1553","1.1320","-1.81%"
"Jun 27, 1993","1.1540","1.1476","1.1630","1.1416","0.64%"
"Jun 20, 1993","1.1467","1.1651","1.1657","1.1430","-1.68%"
"Jun 13, 1993","1.1663","1.2009","1.2073","1.1626","-2.88%"
"Jun 06, 1993","1.2009","1.2002","1.2086","1.1920","0.08%"
"May 30, 1993","1.1999","1.2240","1.2311","1.1980","-2.41%"
"May 23, 1993","1.2295","1.2032","1.2301","1.1935","1.97%"
"May 16, 1993","1.2057","1.2145","1.2184","1.1997","-0.99%"
"May 09, 1993","1.2178","1.2327","1.2363","1.2043","-1.36%"
"May 02, 1993","1.2346","1.2305","1.2478","1.2260","0.13%"
"Apr 25, 1993","1.2330","1.2355","1.2485","1.2250","0.03%"
"Apr 18, 1993","1.2326","1.2067","1.2365","1.2067","2.24%"
"Apr 11, 1993","1.2056","1.2101","1.2341","1.2046","-0.61%"
"Apr 04, 1993","1.2130","1.2139","1.2174","1.2004","-0.15%"
"Mar 28, 1993","1.2148","1.1890","1.2224","1.1855","2.30%"
"Mar 21, 1993","1.1875","1.1850","1.1933","1.1760","0.15%"
"Mar 14, 1993","1.1857","1.1626","1.1900","1.1614","1.78%"
"Mar 07, 1993","1.1650","1.1645","1.1746","1.1608","-0.21%"
"Feb 28, 1993","1.1675","1.1716","1.1898","1.1625","-0.89%"
"Feb 21, 1993","1.1780","1.1855","1.1991","1.1735","-0.77%"
"Feb 14, 1993","1.1872","1.1705","1.1980","1.1690","1.12%"
"Feb 07, 1993","1.1740","1.1768","1.1868","1.1706","-0.09%"
"Jan 31, 1993","1.1750","1.2110","1.2110","1.1712","-2.97%"
"Jan 24, 1993","1.2110","1.2321","1.2500","1.2100","-1.71%"
"Jan 17, 1993","1.2321","1.2005","1.2337","1.2005","2.59%"
"Jan 10, 1993","1.2010","1.1980","1.2135","1.1980","0.84%"
"Jan 03, 1993","1.1910","1.2038","1.2077","1.1875","-1.14%"
"Dec 27, 1992","1.2047","1.2192","1.2218","1.2029","-1.42%"
"Dec 20, 1992","1.2220","1.2460","1.2507","1.2220","-2.12%"
"Dec 13, 1992","1.2485","1.2465","1.2663","1.2438","0.44%"
"Dec 06, 1992","1.2430","1.2326","1.2661","1.2326","0.63%"
"Nov 29, 1992","1.2352","1.2260","1.2482","1.2180","0.87%"
"Nov 22, 1992","1.2245","1.2133","1.2372","1.2130","-0.55%"
"Nov 15, 1992","1.2313","1.2482","1.2509","1.2245","-1.50%"
"Nov 08, 1992","1.2500","1.2318","1.2575","1.2232","1.49%"
"Nov 01, 1992","1.2317","1.2722","1.2730","1.2313","-3.24%"
"Oct 25, 1992","1.2729","1.2830","1.2898","1.2657","-0.86%"
"Oct 18, 1992","1.2840","1.3123","1.3220","1.2765","-2.43%"
"Oct 11, 1992","1.3160","1.3283","1.3498","1.3133","0.04%"
"Oct 04, 1992","1.3155","1.3802","1.3917","1.3078","-4.57%"
"Sep 27, 1992","1.3785","1.3185","1.3995","1.3155","4.39%"
"Sep 20, 1992","1.3205","1.3110","1.3328","1.2845","1.54%"
"Sep 13, 1992","1.3005","1.3543","1.3747","1.2653","-6.69%"
"Sep 06, 1992","1.3937","1.4413","1.4581","1.3903","-3.52%"
"Aug 30, 1992","1.4445","1.4345","1.4579","1.4103","0.77%"
"Aug 23, 1992","1.4335","1.4303","1.4497","1.4238","0.88%"
"Aug 16, 1992","1.4210","1.3845","1.4223","1.3785","2.34%"
"Aug 09, 1992","1.3885","1.3900","1.3982","1.3780","-0.09%"
"Aug 02, 1992","1.3898","1.3805","1.3937","1.3705","0.51%"
"Jul 26, 1992","1.3828","1.3555","1.3867","1.3555","2.01%"
"Jul 19, 1992","1.3555","1.3998","1.4055","1.3523","-2.94%"
